Symbol,Company Name,Industry,Market Cap
ORN,Orion Group Holdings,Construction & Engineering,117.09M
ORPH,Orphazyme,Biotechnology,91.31M
ORRF,Orrstown Financial Services,Banks,282.40M
ORTX,Orchard Therapeutics,Biotechnology,165.66M
OSAT,Orbsat,Communication Equipment,20.99M
OSBC,Old Second Bancorp,Banks,589.36M
OSCR,Oscar Health,Healthcare Plans,1.64B
OSG,Overseas Shipholding Group,"Oil, Gas & Consumable Fuels",163.88M
OSH,Oak Street Health,Health Care Providers & Services,7.98B
OSI,Osiris Acquisition,Blank Check / SPAC,278.30M
OSIS,OSI Systems,"Electronic Equipment, Instruments & C...",1.67B
OSK,Oshkosh,Machinery,7.61B
OSMT,Osmotica Pharmaceuticals,Pharmaceuticals,89.95M
OSPN,OneSpan,Software,676.62M
OSS,One Stop Systems,"Technology Hardware, Storage & Periph...",92.40M
OSTK,Overstock.com,Internet & Direct Marketing Retail,2.66B
OSTR,Oyster Enterprises Acquisition,Blank Check / SPAC,280.60M
OSUR,OraSure Technologies,Health Care Equipment & Supplies,626.01M
OSW,OneSpaWorld Holdings,Diversified Consumer Services,918.95M
OTEC,OceanTech Acquisitions I,Blank Check / SPAC,129.85M
OTEX,Open Text,Software,12.89B
OTIC,Otonomy,Pharmaceuticals,117.90M
OTIS,Otis Worldwide,Machinery,36.98B
OTLK,Outlook Therapeutics,Biotechnology,304.99M
OTLY,Oatly Group AB,Beverages-Non-Alcoholic,4.71B
OTMO,Otonomo Technologies,Software-Application,540.67M
OTRA,OTR Acquisition,Blank Check / SPAC,134.14M
OTRK,Ontrak,Health Care Providers & Services,120.55M
OTTR,Otter Tail,Electric Utilities,2.97B
OUST,Ouster,Electronic Components,892.34M
OUT,OUTFRONT Media,Equity Real Estate Investment Trusts...,3.91B
OVBC,Ohio Valley Banc,Banks,141.46M
OVID,Ovid Therapeutics,Biotechnology,218.58M
OVLY,Oak Valley Bancorp,Banks,143.36M
OVV,Ovintiv,"Oil, Gas & Consumable Fuels",8.80B
OWL,Blue Owl Capital,Asset Management,5.44B
OWLT,Owlet,Medical Devices,301.30M
OXAC,Oxbridge Acquisition,Blank Check / SPAC,143.45M
OXBR,Oxbridge Re Holdings,Insurance,32.22M
OXM,Oxford Industries,"Textiles, Apparel & Luxury Goods",1.71B
OXSQ,Oxford Square Capital,Capital Markets,202.59M
OXUS,Oxus Acquisition,Blank Check / SPAC,216.00M
OXY,Occidental Petroleum,"Oil, Gas & Consumable Fuels",27.08B
OYST,Oyster Point Pharma,Biotechnology,477.75M
OZ,"Belpointe PREP, LLC",Real Estate-Development,0
OZK,Bank OZK,Banks,5.99B
OZON,Ozon Holdings,Internet & Direct Marketing Retail,6.40B
PAA,"Plains All American Pipeline,","Oil, Gas & Consumable Fuels",6.64B
PAAS,Pan American Silver,Metals & Mining,5.25B
PAC,Grupo Aeroportuario del Pacifico,Transportation Infrastructure,7.13B
PACB,Pacific Biosciences of California,Life Sciences Tools & Services,4.51B
PACK,Ranpak Holdings,Containers & Packaging,3.06B
PACW,PacWest Bancorp,Banks,5.40B
PACX,Pioneer Merger,Shell Companies,496.58M
PAE,PAE Incorporated,Specialty Business Services,924.65M
PAFO,Pacifico Acquisition,Blank Check / SPAC,73.83M
PAG,Penske Automotive Group,Specialty Retail,8.34B
PAGP,Plains GP Holdings LP,"Oil, Gas & Consumable Fuels",1.97B
PAGS,PagSeguro Digital,IT Services,8.62B
PAHC,Phibro Animal Health,Pharmaceuticals,827.08M
PAIC,Petra Acquisition,Blank Check / SPAC,66.85M
PALI,Palisade Bio,Biotechnology,17.65M
PALT,Paltalk,Software-Application,27.84M
PAM,Pampa Energia,Electric Utilities,1.18B
PANA,Panacea Acquisition II,Blank Check / SPAC,228.39M
PANL,Pangaea Logistics Solutions,Marine,172.52M
PANW,Palo Alto Networks,Software,54.93B
PAQC,Provident Acquisition,Blank Check / SPAC,283.19M
PAR,PAR Technology,"Electronic Equipment, Instruments & C...",1.42B
PARR,Par Pacific Holdings,"Oil, Gas & Consumable Fuels",992.55M
PASG,Passage Bio,Biotechnology,343.00M
PATH,UiPath,Software-Infrastructure,22.65B
PATI,Patriot Transportation Holding,Road & Rail,27.56M
PATK,Patrick Industries,Building Products,1.91B
PAVM,PAVmed,Health Care Equipment & Supplies,216.32M
PAX,Patria Investments,Asset Management,2.21B
PAY,Paymentus Holdings,"Electronic Equipment, Instruments & C...",4.20B
PAYA,Paya Holdings,Software-Infrastructure,837.01M
PAYC,Paycom Software,Software,24.92B
PAYO,Payoneer Global,Software-Infrastructure,2.49B
PAYS,PaySign,IT Services,82.71M
PAYX,Paychex,IT Services,49.24B
PB,Prosperity Bancshares,Banks,6.66B
PBA,Pembina Pipeline,"Oil, Gas & Consumable Fuels",16.69B
PBAX,Phoenix Biotech Acquisition,Blank Check / SPAC,202.47M
PBBK,PB Bankshares,Banks-Regional,37.74M
PBCT,People's United Financial,Banks,7.63B
PBF,PBF Energy,"Oil, Gas & Consumable Fuels",1.56B
PBFS,Pioneer Bancorp,Thrifts & Mortgage Finance,294.07M
PBFX,PBF Logistics LP,"Oil, Gas & Consumable Fuels",706.44M
PBH,Prestige Consumer Healthcare,Pharmaceuticals,3.04B
PBHC,Pathfinder Bancorp,Banks,102.39M
PBI,Pitney Bowes,Commercial Services & Supplies,1.17B
PBIP,Prudential Bancorp,Thrifts & Mortgage Finance,105.51M
PBLA,Panbela Therapeutics,Biotechnology,23.24M
PBPB,Potbelly,"Hotels, Restaurants & Leisure",160.43M
PBR,Petroleo Brasileiro,"Oil, Gas & Consumable Fuels",71.61B
PBR.A,Petroleo Brasileiro,"Oil, Gas & Consumable Fuels",70.84B
PBT,Permian Basin Royalty Trust,"Oil, Gas & Consumable Fuels",470.75M
PBTS,Powerbridge Technologies Co.,Software,29.41M
PBYI,Puma Biotechnology,Biotechnology,124.29M
PCAR,PACCAR,Machinery,30.64B
PCB,PCB Bancorp,Banks,325.92M
PCG,PG&E Corporation,Electric Utilities,27.31B
PCH,PotlatchDeltic,Equity Real Estate Investment Trusts...,4.16B
PCOM,Points International,Internet & Direct Marketing Retail,231.31M
PCOR,Procore Technologies,Software-Application,10.62B
PCPC,Periphas Capital Partnering,Blank Check / SPAC,432.66M
PCRX,Pacira Biosciences,Pharmaceuticals,2.68B
PCSA,Processa Pharmaceuticals,Biotechnology,77.01M
PCSB,PCSB Financial,Thrifts & Mortgage Finance,295.54M
PCT,PureCycle Technologies,Pollution & Treatment Controls,1.20B
PCTI,PCTEL,Communications Equipment,103.42M
PCTY,Paylocity Holding,Software,13.00B
PCVX,Vaxcyte,Biotechnology,1.26B
PCX,Parsec Capital Acquisitions,Blank Check / SPAC,93.00M
PCYG,Park City Group,Software,112.51M
PCYO,Pure Cycle,Water Utilities,349.21M
PD,PagerDuty,Software,2.99B
PDCE,PDC Energy,"Oil, Gas & Consumable Fuels",4.75B
PDCO,Patterson Companies,Health Care Providers & Services,2.86B
PDD,Pinduoduo,Internet & Direct Marketing Retail,73.07B
PDEX,Pro-Dex,Health Care Equipment & Supplies,84.95M
PDFS,PDF Solutions,Semiconductors & Semiconductor Equipment,1.19B
PDLB,PDL Community Bancorp,Thrifts & Mortgage Finance,244.13M
PDM,Piedmont Office Realty Trust,Equity Real Estate Investment Trusts...,2.28B
PDOT,Peridot Acquisition II,Blank Check / SPAC,496.78M
PDS,Precision Drilling,Energy Equipment & Services,471.37M
PDSB,PDS Biotechnology,Biotechnology,230.35M
PEAK,Healthpeak Properties,Equity Real Estate Investment Trusts...,19.46B
PEAR,Pear Therapeutics,Health Information Services,155.00M
PEB,Pebblebrook Hotel Trust,Equity Real Estate Investment Trusts...,2.94B
PEBK,Peoples Bancorp of North Carolina,Banks,156.20M
PEBO,Peoples Bancorp,Banks,899.35M
PECO,Phillips Edison & Company,REIT-Retail,3.53B
PED,Pedevco,"Oil, Gas & Consumable Fuels",89.26M
PEG,Public Service Enterprise Group,Multi-Utilities,33.74B
PEGA,Pegasystems,Software,9.13B
PEGR,Project Energy Reimagined Acquisition,Blank Check / SPAC,309.38M
PEI,Pennsylvania Real Estate Investment Trust,Equity Real Estate Investment Trusts...,81.80M
PEN,Penumbra,Health Care Equipment & Supplies,10.73B
PENN,Penn National Gaming,"Hotels, Restaurants & Leisure",8.79B
PEP,PepsiCo,Beverages,240.18B
PEPL,PepperLime Health Acquisition,Blank Check / SPAC,183.75M
PERI,Perion Network,Media,1.07B
PESI,Perma-Fix Environmental Services,Commercial Services & Supplies,83.65M
PETQ,PetIQ,Health Care Providers & Services,661.66M
PETS,PetMed Express,Internet & Direct Marketing Retail,529.02M
PETV,PetVivo Holdings,Health Care Equipment & Supplies,82.72M
PETZ,TDH Holdings,Food Products,307.81M
PFBC,Preferred Bank,Banks,1.05B
PFC,Premier Financial,Thrifts & Mortgage Finance,1.14B
PFDR,Pathfinder Acquisition,Blank Check / SPAC,394.06M
PFE,Pfizer,Pharmaceuticals,331.44B
PFG,Principal Financial Group,Insurance,19.17B
PFGC,Performance Food Group Company,Food & Staples Retailing,7.08B
PFHD,Professional Holding,Banks,257.24M
PFIE,Profire Energy,Energy Equipment & Services,50.99M
PFIN,P&F Industries,Household Durables,19.41M
PFIS,Peoples Financial Services,Banks,377.93M
PFLT,PennantPark Floating Rate Capital,Capital Markets,497.26M
PFMT,Performant Financial,Commercial Services & Supplies,166.64M
PFS,Provident Financial Services,Thrifts & Mortgage Finance,1.87B
PFSI,PennyMac Financial Services,Thrifts & Mortgage Finance,4.12B
PFSW,PFSweb,IT Services,271.77M
PFTA,Portage Fintech Acquisition,Blank Check / SPAC,281.88M
PFX,PhenixFIN,Capital Markets,105.28M
PG,The Procter & Gamble Company,Household Products,395.86B
PGC,Peapack-Gladstone Financial,Banks,659.66M
PGEN,Precigen,Biotechnology,767.00M
PGNY,Progyny,Health Care Providers & Services,4.55B
PGR,The Progressive Corporation,Insurance,59.99B
PGRE,Paramount Group,Equity Real Estate Investment Trusts...,1.83B
PGRW,Progress Acquisition,Blank Check / SPAC,211.70M
PGSS,Pegasus Digital Mobility Acquisition,Blank Check / SPAC,245.25M
PGTI,PGT Innovations,Building Products,1.34B
PH,Parker-Hannifin,Machinery,40.88B
PHAR,Pharming Group,Biotechnology,575.53M
PHAS,PhaseBio Pharmaceuticals,Biotechnology,125.51M
PHAT,Phathom Pharmaceuticals,Pharmaceuticals,622.43M
PHCF,Puhui Wealth Investment Management Co.,Capital Markets,19.75M
PHG,Koninklijke Philips,Health Care Equipment & Supplies,32.67B
PHGE,BiomX,Biotechnology,45.73M
PHI,PLDT Inc.,Wireless Telecommunication Services,7.72B
PHIC,Population Health Investment Co.,Blank Check / SPAC,212.18M
PHIO,Phio Pharmaceuticals,Biotechnology,13.53M
PHM,PulteGroup,Household Durables,14.47B
PHR,Phreesia,Health Care Technology,2.13B
PHUN,Phunware,Software-Application,253.17M
PHVS,"Pharvaris, N.V",Biotechnology,476.72M
PHX,PHX Minerals,"Oil, Gas & Consumable Fuels",71.55M
PHYT,Pyrophyte Acquisition,Blank Check / SPAC,215.91M
PI,Impinj,Semiconductors & Semiconductor Equipment,2.23B
PIAI,Prime Impact Acquisition I,Blank Check / SPAC,398.62M
PICC,Pivotal Investment Corporation III,Blank Check / SPAC,336.03M
PII,Polaris,Leisure Products,6.67B
PIII,P3 Health Partners,Medical Care Facilities,278.30M
PIK,Kidpik,Internet & Direct Marketing Retail,47.76M
PINC,Premier,Health Care Providers & Services,5.02B
PINE,Alpine Income Property Trust,Equity Real Estate Investment Trusts...,226.51M
PING,Ping Identity Holding,Software,1.91B
PINS,Pinterest,Interactive Media & Services,23.71B
PIPP,Pine Island Acquisition,Blank Check / SPAC,269.16M
PIPR,Piper Sandler Companies,Capital Markets,3.19B
PIRS,Pieris Pharmaceuticals,Biotechnology,272.40M
PIXY,ShiftPixy,Professional Services,33.59M
PJT,PJT Partners,Capital Markets,1.80B
PK,Park Hotels & Resorts,Equity Real Estate Investment Trusts...,4.46B
PKBK,Parke Bancorp,Banks,253.11M
